"Tipo","SeqMain","SeqSub","Sql","Sessao"
"QUESTAO","27","20","SELECT CAST(CAST((CASE WHEN LEN([:Q15]) > 0 AND [:Q15] like '%80%' THEN (ISNULL(CAST([:Q09] AS decimal(10,2)),0) - (CAST(ISNULL([:Q09], 0) AS decimal(10,2)) / 100) * 20)
 WHEN LEN([:Q15]) > 0 AND [:Q15] like '%60%' THEN (ISNULL(CAST([:Q09] AS decimal(10,2)),0) - (CAST(ISNULL([:Q09], 0) AS decimal(10,2)) / 100) * 40)
 ELSE [:Q09] END) AS decimal(10,2)) + 
 ISNULL(CAST([:Q09] AS decimal(10,2)),0) / 100 * (
 CAST(CASE WHEN LEN([:Q11]) > 0 AND [:Q11] LIKE '%3%' THEN 3
 WHEN LEN([:Q11]) > 0 AND [:Q11] LIKE '%5%' THEN 5 ELSE 0 END +
 CASE WHEN LEN([:Q12]) > 0 AND [:Q12] LIKE '%+3%' THEN 3
 WHEN LEN([:Q12]) > 0 AND [:Q12] LIKE '%+5%' THEN 5 ELSE 0 END +
 CASE WHEN LEN([:Q21]) > 0 AND [:Q21] = 'Sim' THEN 5 ELSE 0 END AS DECIMAL(10,2))) AS decimal(10,2))
FROM IV_Q$COMISSAO COM
WHERE PROCESSO = :vCRMnProcessoAtivo",""
"QUESTAO","27","25","select 
CONVERT(DECIMAL(10,2),
([:Q02] * case when try_CAST(REPLACE (1, '%','') AS DECIMAL(10,2)) is null then 0 else
try_CAST(REPLACE ( 1, '%','') AS DECIMAL(10,2)) end /100))
from IV_Q$COMISSAO
where Processo = :vCRMnProcessoAtivo",""
"QUESTAO","28","118","SELECT CTR.PARAMETRO AS TIPO
FROM IV_GLOBALPARCTRL CTR
WHERE CTR.SEQGLBPAR IN (9,10,11)",""
"QUESTAO","28","119","SELECT DISTINCT CPR.Literal1 FROM IV_GLOBALPAR CPR
WHERE CPR.SEQGLBPAR = (SELECT SEQGLBPAR FROM IV_GLOBALPARCTRL WHERE PARAMETRO = [Q:118]) 
ORDER BY 1",""
"QUESTAO","28","120","SELECT CTR.PARAMETRO AS TIPO
FROM IV_GLOBALPARCTRL CTR
WHERE CTR.SEQGLBPAR IN (9,10,11)",""
"QUESTAO","28","121","SELECT DISTINCT CPR.Literal1 FROM IV_GLOBALPAR CPR
WHERE CPR.SEQGLBPAR = (SELECT SEQGLBPAR FROM IV_GLOBALPARCTRL WHERE PARAMETRO = [Q120]) 
ORDER BY 1",""
"QUESTAO","28","122","SELECT CTR.PARAMETRO AS TIPO
FROM IV_GLOBALPARCTRL CTR
WHERE CTR.SEQGLBPAR IN (9,10,11)",""
"QUESTAO","28","123","SELECT DISTINCT CPR.Literal1 FROM IV_GLOBALPAR CPR
WHERE CPR.SEQGLBPAR = (SELECT SEQGLBPAR FROM IV_GLOBALPARCTRL WHERE PARAMETRO = [Q122]) 
ORDER BY 1",""
"QUESTAO","28","124","SELECT CTR.PARAMETRO AS TIPO
FROM IV_GLOBALPARCTRL CTR
WHERE CTR.SEQGLBPAR IN (9,10,11)",""
"QUESTAO","28","125","SELECT DISTINCT CPR.Literal1 FROM IV_GLOBALPAR CPR
WHERE CPR.SEQGLBPAR = (SELECT SEQGLBPAR FROM IV_GLOBALPARCTRL WHERE PARAMETRO = [Q:124]) 
ORDER BY 1",""
"QUESTAO","29","3","SELECT DISTINCT 
CASE [Q:2] WHEN 'Plataforma Adicional' THEN CAMPO2 ELSE CPR.LITERAL1 END AS LISTA 
FROM IV_GLOBALPAR CPR
WHERE CPR.SEQGLBPAR = ( SELECT SEQGLBPAR FROM IV_GLOBALPARCTRL WHERE PARAMETRO = [Q:2] ) 
AND CPR.CAMPO1 = [Q:3] 

ORDER BY 1",""
"QUESTAO","41","3","SELECT CTR.PARAMETRO AS TIPO
FROM IV_GLOBALPARCTRL CTR
WHERE CTR.SEQGLBPAR IN (9401, 9405, 9407, 9408, 9409, 9411, 9406, 9416, 9412,2,3)


",""
"QUESTAO","41","4","SELECT DISTINCT 
CASE [Q:3] WHEN 'Plataforma Adicional' THEN CAMPO2 ELSE CPR.LITERAL1 END AS LISTA 
FROM IV_GLOBALPAR CPR
WHERE CPR.SEQGLBPAR = ( SELECT SEQGLBPAR FROM IV_GLOBALPARCTRL WHERE PARAMETRO = [Q:3] ) 
AND CPR.CAMPO1 = 'John Deere'
ORDER BY 1",""
"QUESTAO","43","42","SELECT CTR.PARAMETRO AS TIPO
FROM IV_GLOBALPARCTRL CTR
WHERE CTR.SEQGLBPAR IN (7)",""
"QUESTAO","43","43","SELECT DISTINCT CPR.CAMPO1 FROM IV_GLOBALPAR CPR
WHERE CPR.SEQGLBPAR = (SELECT SEQGLBPAR FROM IV_GLOBALPARCTRL WHERE PARAMETRO = [Q:42]) 
ORDER BY 1",""
"QUESTAO","43","44","SELECT DISTINCT 
CPR.LITERAL1 AS LISTA 
FROM IV_GLOBALPAR CPR
WHERE CPR.SEQGLBPAR = ( SELECT SEQGLBPAR FROM IV_GLOBALPARCTRL WHERE PARAMETRO = [Q:42] ) 
AND CPR.CAMPO1 = [Q:43] 
AND CPR.SIMNAO1 = 1
ORDER BY 1",""
"QUESTAO","45","11","select
CONVERT(DECIMAL(10,2),
([:Q01] * case when try_CAST(REPLACE (1, '%','') AS DECIMAL(10, 2)) is null then 0 else
try_CAST(REPLACE (1, '%','') AS DECIMAL(10, 2)) end /100))
from IV_Q$COMISSAO_AMS
where Processo = :vCRMnProcessoAtivo",""
"QUESTAO","45","12","select
CONVERT(DECIMAL(10,2),
([:Q01] * case when try_CAST(REPLACE (1, '%','') AS DECIMAL(10,2)) is null then 0 else
try_CAST(REPLACE (1, '%','') AS DECIMAL(10,2)) end /100))
from IV_Q$COMISSAO_AMS
where Processo = :vCRMnProcessoAtivo",""
"QUESTAO","45","13","select
[:Q12] + [:Q13]
from IV_Q$COMISSAO_AMS
where Processo = :vCRMnProcessoAtivo",""
"QUESTAO","46","2","SELECT LITERAL2 + ' %'
 FROM IV_GLOBALPAR
WHERE SEQGLBPAR = 2
AND LITERAL1 = [:Q2]",""
"QUESTAO","46","3","SELECT CEILING(CAST(LITERAL2 AS DECIMAL(10,2)) / 100 * [:Q2] )
 FROM IV_GLOBALPAR
WHERE SEQGLBPAR = 2
AND LITERAL1 = [:Q3]",""
"QUESTAO","47","44","SELECT CTR.PARAMETRO AS TIPO
FROM IV_GLOBALPARCTRL CTR
WHERE CTR.SEQGLBPAR IN (9401, 9405, 9407, 9408, 9409, 9411, 9406, 9404, 9416, 9412,2,3,7)",""
"QUESTAO","47","45","SELECT DISTINCT CPR.CAMPO1 FROM IV_GLOBALPAR CPR
WHERE CPR.SEQGLBPAR = (SELECT SEQGLBPAR FROM IV_GLOBALPARCTRL WHERE PARAMETRO = [Q:44]) 
ORDER BY 1",""
"QUESTAO","47","46","SELECT DISTINCT 
CPR.LITERAL1 AS LISTA 
FROM IV_GLOBALPAR CPR
WHERE CPR.SEQGLBPAR = ( SELECT SEQGLBPAR FROM IV_GLOBALPARCTRL WHERE PARAMETRO = [Q:44] ) 
AND CPR.CAMPO1 = [Q:45] 
AND CPR.SIMNAO1 = 1
ORDER BY 1",""
"QUESTAO","52","10","select
([:Q02] * case when try_CAST(REPLACE (1.5, '%','') AS DECIMAL(10, 2)) is null then 0 else
try_CAST(REPLACE (1.5, '%','') AS DECIMAL(10, 2)) end /100)
from IV_Q$COMISSAO_SERV_AMS
where Processo = :vCRMnProcessoAtivo",""
"QUESTAO","52","11","select
([:Q02] * case when try_CAST(REPLACE (1.5, '%','') AS DECIMAL(10, 2)) is null then 0 else
try_CAST(REPLACE (1.5, '%','') AS DECIMAL(10, 2)) end /100)
from IV_Q$COMISSAO_SERV_AMS
where Processo = :vCRMnProcessoAtivo",""
"QUESTAO","58","1","SELECT * FROM IV_RESULTADO",""
"QUESTAO","60","1","SELECT DISTINCT CPR.CAMPO1 FROM IV_GLOBALPAR CPR
WHERE CPR.SEQGLBPAR = (SELECT SEQGLBPAR FROM IV_GLOBALPARCTRL WHERE SEQGLBPAR = 9404) 
ORDER BY 1",""
"QUESTAO","60","2","SELECT DISTINCT CPR.LITERAL2 FROM IV_GLOBALPAR CPR
WHERE CPR.SEQGLBPAR = (SELECT SEQGLBPAR FROM IV_GLOBALPARCTRL WHERE SEQGLBPAR = 9404)",""
"QUESTAO","62","2","SELECT CTR.PARAMETRO AS TIPO
FROM IV_GLOBALPARCTRL CTR
WHERE CTR.SEQGLBPAR IN (9401,9405, 9407, 9411, 9406, 9416,9404,9408)",""
"QUESTAO","62","11","SELECT DISTINCT 
CPR.LITERAL1 AS LISTA 
FROM IV_GLOBALPAR CPR
WHERE CPR.SEQGLBPAR = ( SELECT SEQGLBPAR FROM IV_GLOBALPARCTRL WHERE PARAMETRO = [Q:2] ) 
AND CPR.CAMPO1 in ('JOHN DEERE','PLA','OXBO','GREEN SYSTEM')
ORDER BY 1",""
"QUESTAO","73","8","SELECT DISTINCT 
CPR.LITERAL1 AS LISTA 
FROM IV_GLOBALPAR CPR
WHERE CPR.SEQGLBPAR = ( SELECT SEQGLBPAR FROM IV_GLOBALPARCTRL WHERE PARAMETRO = 'Tratores' ) 
AND CPR.CAMPO1 = 'John Deere'
ORDER BY 1",""
"QUESTAO","77","10","select distinct familia 
 from IV$PRODUTO
 where familia in ('Tratores','Colheitadeira grãos','Plantadeira','Colhedora de cana', 'Pulverizador','Plataforma adicional') 
 order by 1",""
"QUESTAO","77","15","SELECT DISTINCT GPAR.CAMPO1
FROM IV_GLOBALPAR GPAR
WHERE GPAR.SEQGLBPAR IN (9401,9405, 9407, 9411, 9406, 9416, 9412)
AND GPAR.Campo1 = 'John Deere'
ORDER BY 1

",""
"QUESTAO","77","20","SELECT DISTINCT 
CPR.CODPRODUTO AS LISTA 
from IV$PRODUTO CPR
where cpr.FAMILIA = [Q:10]
AND CPR.MARCA = [Q:15]
AND CPR.EMUSO = 'S'
ORDER BY 1",""
"QUESTAO","78","2","SELECT CTR.PARAMETRO AS TIPO
FROM IV_GLOBALPARCTRL CTR
WHERE CTR.SEQGLBPAR IN (9401, 9405, 9407, 9411, 9406, 9416, 9412,2,3)",""
"QUESTAO","78","3","SELECT DISTINCT CPR.CAMPO1 FROM IV_GLOBALPAR CPR
WHERE CPR.SEQGLBPAR = (SELECT SEQGLBPAR FROM IV_GLOBALPARCTRL WHERE PARAMETRO = [Q:2]) 
ORDER BY 1",""
"QUESTAO","78","4","SELECT DISTINCT 
CPR.LITERAL1 AS LISTA 
FROM IV_GLOBALPAR CPR
WHERE CPR.SEQGLBPAR = ( SELECT SEQGLBPAR FROM IV_GLOBALPARCTRL WHERE PARAMETRO = [Q:2] ) 
AND CPR.CAMPO1 = [Q:3] 
AND CPR.SIMNAO1 = 1
ORDER BY 1",""
"QUESTAO","78","28","SELECT CTR.PARAMETRO AS TIPO
FROM IV_GLOBALPARCTRL CTR
WHERE CTR.SEQGLBPAR IN (9401, 9405, 9407, 9408, 9409, 9411, 9406, 9404, 9416, 9412)",""
"QUESTAO","78","29","SELECT DISTINCT LITERAL1 FROM IV_GLOBALPAR WHERE SEQGLBPAR = 9415 ORDER BY 1",""
"QUESTAO","79","122","select NUMERO from IV_Q$GESTAO_PRODUTO___AMS
where processo = :vCRMnProcessoAtivo",""
"QUESTAO","79","123","select NUMERO1 from IV_Q$GESTAO_PRODUTO_IMPL
where processo = :vCRMnProcessoAtivo",""
"QUESTAO","79","124","select FORMULARIO_NUMERO from IV_Q$ACOMP_VEND_MAQUINAS
where processo = :vCRMnProcessoAtivo
",""
"QUESTAO","79","125","SELECT DISTINCT LITERAL1 FROM IV_GLOBALPAR WHERE SEQGLBPAR = 9415 ORDER BY 1",""
"QUESTAO","79","142","SELECT DISTINCT LITERAL1 FROM IV_GLOBALPAR WHERE SEQGLBPAR = 9415 ORDER BY 1",""
"QUESTAO","79","143","SELECT DISTINCT LITERAL1 FROM IV_GLOBALPAR WHERE SEQGLBPAR = 9415 ORDER BY 1",""
"QUESTAO","79","148","SELECT DISTINCT LITERAL1 FROM IV_GLOBALPAR WHERE SEQGLBPAR = 9415 ORDER BY 1",""
"QUESTAO","80","2","SELECT DISTINCT CTR.LITERAL2
FROM IV_GLOBALPAR CTR
WHERE CTR.SEQGLBPAR IN (9404)
 AND ISNULL(CTR.LITERAL2, '@') <> '@'
ORDER BY 1",""
"QUESTAO","80","3","SELECT DISTINCT GPAR.CAMPO1
FROM IV_GLOBALPAR GPAR
WHERE GPAR.SEQGLBPAR in (9404,9400)
ORDER BY 1",""
"QUESTAO","80","4","SELECT DISTINCT 
CPR.LITERAL1 AS LISTA 
FROM IV_GLOBALPAR CPR
WHERE CPR.SEQGLBPAR = ( SELECT SEQGLBPAR FROM IV_GLOBALPARCTRL WHERE PARAMETRO = [Q:2) 
AND CPR.CAMPO1 = [Q:2) 
AND CPR.SIMNAO1 = 1
ORDER BY 1",""
"QUESTAO","81","13","SELECT LITERAL1
 FROM IV_GLOBALPAR
WHERE SEQGLBPAR = 4
ORDER BY LITERAL1",""
"QUESTAO","83","1","SELECT DISTINCT GPAR.CAMPO1
FROM IV_GLOBALPAR GPAR
WHERE GPAR.SEQGLBPAR = 9404
ORDER BY 1",""
"QUESTAO","83","2","SELECT DISTINCT GPAR.LITERAL1
FROM IV_GLOBALPAR GPAR
WHERE GPAR.SEQGLBPAR = 9413
ORDER BY 1",""
"QUESTAO","83","3","SELECT DISTINCT CPR.LITERAL1 FROM IV_GLOBALPAR CPR WHERE CPR.SEQGLBPAR IN ( 9401, 9407, 9405, 9406, 9411 ) AND ISNULL(CPR.LITERAL1, '@') <> '@' AND CPR.CAMPO1 = [Q:01] 

UNION 

SELECT ' ' FROM DUAL ORDER BY 1",""
"QUESTAO","83","7","SELECT DISTINCT 
CPR.LITERAL1 from IV_GLOBALPAR CPR 
WHERE CPR.Campo1 = 'John Deere'",""
"QUESTAO","83","10","select distinct familia 
 from IV$PRODUTO
 where familia in ('Tratores','Colheitadeira grãos','Plantadeira','Colhedora de cana', 'Pulverizador','Plataforma adicional','Implementos') 
 order by 1",""
"QUESTAO","83","12","SELECT DISTINCT CPR.LITERAL1 FROM IV_GLOBALPAR CPR WHERE CPR.SEQGLBPAR IN ( 9404 )
AND CPR.CAMPO1 <> ' ' AND ISNULL(CPR.LITERAL1, '@') <> '@' ORDER BY 1",""
"QUESTAO","84","1","SELECT CTR.PARAMETRO AS TIPO
FROM IV_GLOBALPARCTRL CTR
WHERE CTR.SEQGLBPAR IN (9401, 9405, 9407, 9408, 9409, 9411,9406,9416,9412,9404)",""
"QUESTAO","84","2","SELECT DISTINCT CPR.CAMPO1 FROM IV_GLOBALPAR CPR
WHERE CPR.SEQGLBPAR = (SELECT SEQGLBPAR FROM IV_GLOBALPARCTRL WHERE PARAMETRO = [Q:1]) 
ORDER BY 1",""
"QUESTAO","84","3","SELECT DISTINCT CPR.LITERAL1 FROM IV_GLOBALPAR CPR
WHERE CPR.SEQGLBPAR = (SELECT SEQGLBPAR FROM IV_GLOBALPARCTRL WHERE PARAMETRO = [Q:1]) 
AND CPR.CAMPO1 = [Q:2] ORDER BY 1
",""
"QUESTAO","85","122","select NUMERO from IV_Q$GESTAO_PRODUTO___AMS
where processo = :vCRMnProcessoAtivo",""
"QUESTAO","85","123","select FORMULARIO_NFORMULAR from IV_Q$GESTAO_PRODUTO_IMPL
where processo = :vCRMnProcessoAtivo",""
"QUESTAO","85","124","select FORMULARIO_NUMERO1 from IV_Q$ACOMP_VEND_MAQUINAS
where processo = :vCRMnProcessoAtivo
",""
"QUESTAO","85","125","SELECT DISTINCT LITERAL1 FROM IV_GLOBALPAR WHERE SEQGLBPAR = 9415 ORDER BY 1",""
"QUESTAO","85","142","SELECT DISTINCT LITERAL1 FROM IV_GLOBALPAR WHERE SEQGLBPAR = 9415 ORDER BY 1",""
"QUESTAO","85","143","SELECT DISTINCT LITERAL1 FROM IV_GLOBALPAR WHERE SEQGLBPAR = 9415 ORDER BY 1",""
"QUESTAO","85","148","SELECT DISTINCT LITERAL1 FROM IV_GLOBALPAR WHERE SEQGLBPAR = 9415 ORDER BY 1",""
"QUESTAO","86","122","select FORMULARIO_NUMERO from IV_Q$GESTAO_PRODUTO___AMS
where processo = :vCRMnProcessoAtivo",""
"QUESTAO","86","123","select NUMERO1 from IV_Q$GESTAO_PRODUTO_IMPL
where processo = :vCRMnProcessoAtivo",""
"QUESTAO","86","124","select FORMULARIO_NUMERO1 from IV_Q$ACOMP_VEND_MAQUINAS
where processo = :vCRMnProcessoAtivo
",""
"QUESTAO","86","125","SELECT DISTINCT LITERAL1 FROM IV_GLOBALPAR WHERE SEQGLBPAR = 9415 ORDER BY 1",""
"QUESTAO","86","142","SELECT DISTINCT LITERAL1 FROM IV_GLOBALPAR WHERE SEQGLBPAR = 9415 ORDER BY 1",""
"QUESTAO","86","143","SELECT DISTINCT LITERAL1 FROM IV_GLOBALPAR WHERE SEQGLBPAR = 9415 ORDER BY 1",""
"QUESTAO","86","148","SELECT DISTINCT LITERAL1 FROM IV_GLOBALPAR WHERE SEQGLBPAR = 9415 ORDER BY 1",""
"QUESTAO","88","2","SELECT cast ( QQ.SEQQUESTIONARIO as varchar ) + '-' + QQ.EQPTO AS TIPO
FROM IV_Q_TESTE1 QQ
JOIN IV_Questionario QST ON QST.SeqQuestionario = QQ.SEQQUESTIONARIO
WHERE QST.PROCESSO = :vCRMnProcessoAtivo 
AND NOT EXISTS ( 
 SELECT 1 
 FROM IV_Q_TESTE2 TT2, IV_QUESTIONARIO QT2
 WHERE cast ( QQ.SEQQUESTIONARIO as varchar ) + '-' + QQ.EQPTO = FORM
 AND QT2.SeqQuestionario = TT2.SEQQUESTIONARIO 
 AND QT2.PROCESSO = QST.Processo)
",""
"QUESTAO","88","3","SELECT DISTINCT GPAR.Literal1
FROM IV_GLOBALPAR GPAR
WHERE GPAR.SEQGLBPAR = '15'
AND GPAR.Literal1 = 'JOHN DEERE BRASIL LTDA.'
ORDER BY 1",""
"QUESTAO","88","4","SELECT DISTINCT GPAR.Literal3 AS TIPO
FROM IV_GLOBALPAR GPAR
WHERE GPAR.SEQGLBPAR = '15'
and GPAR.Literal3 IN ('COLHEDORA CANA','COLHEITADEIRA','PLANTADEIRA','PULVERIZADOR','TRATOR','TRATOR JARDIM','PLATAFORMA CORTE')",""
"QUESTAO","88","5","SELECT DISTINCT 
CPR.LITERAL2 AS LISTA 
FROM IV_GLOBALPAR CPR
where CPR.Literal3 = [Q:4]
ORDER BY 1",""
"QUESTAO","89","2","SELECT CTR.PARAMETRO AS TIPO
FROM IV_GLOBALPARCTRL CTR
WHERE CTR.SEQGLBPAR IN (9401,9405, 9407, 9411, 9406, 9416, 9412)",""
"QUESTAO","90","3","SELECT DISTINCT 
CPR.CODPRODUTO AS LISTA 
from IV$PRODUTO CPR
ORDER BY 1",""
"QUESTAO","90","7","SELECT LITERAL1 AS CULTURA FROM IV_GLOBALPAR
WHERE SEQGLBPAR = 31
ORDER BY LITERAL1",""
"QUESTAO","93","1","select distinct familia 
From IV$PRODUTO
where familia in (
 'Tratores',
 'Colheitadeira grãos',
 'Plantadeira',
 'Colhedora de cana', 
 'Pulverizador',
 'Plataforma adicional',
 'Agricultura precisão',
 'Implementos'
 ) 
order by 1",""
"QUESTAO","93","2","SELECT DISTINCT GPAR.CAMPO1
FROM IV_GLOBALPAR GPAR
WHERE GPAR.SEQGLBPAR IN (9401,9405, 9407, 9411, 9406, 9416, 9412, 9404)
AND GPAR.Campo1 in ( 
 'Acton',
'Action',
'Agrale',
'Agro-Leite',
'Airbus',
'Asus',
'Baldan',
'BS AGRO',
'Cameco',
'Case',
'CBT',
'Civemasa',
'Condor',
'DMB',
'DRS',
'Facchini',
'Fendt',
'Fido',
'FM Copling',
'Ford/NH',
'Green System',
'GTM',
'Herbicat',
'Ideal',
'Indutar',
'Inroda',
'Ipacol',
'Incomagri',
'Jacto',
'JAN',
'JF',
'Jinma',
'John Deere',
'Jumil',
'KBM',
'Kuhn',
'Lamborghini',
'Landini',
'Lavrale',
'LS Arabica',
'LS Tractor',
'Luma',
'Mahindra',
'Marchesan',
'Marispan',
'Massey',
'Maxion',
'Menta Maquinas',
'Miac',
'Minami',
'Montana',
'Mtd Agricola',
'New Holland',
'Orion',
'Oxbo',
'Piccin',
'PLA',
'Same',
'São José Industrial',
'SLC',
'Solis',
'Stara',
'Realmaq',
'Tatu',
'Tatu Marchesan',
'VALMET',
'Valtra',
'Vicon',
'Yanmar'
 )
ORDER BY 1",""
"QUESTAO","93","3","SELECT DISTINCT 
CPR.DESCRICAO AS LISTA 
from IV$PRODUTO CPR
where cpr.FAMILIA = [Q:1]
AND CPR.MARCA = [Q:2]
AND CPR.EMUSO = 'S'
ORDER BY 1",""
"QUESTAO","93","15","SELECT DISTINCT
CPR.MODELO AS LISTA
from IV$PRODUTO CPR
where cpr.FAMILIA = [Q:1]
AND CPR.MARCA = [Q:2]
AND CPR.EMUSO = 'S'
ORDER BY 1",""
"QUESTAO","93","18","SELECT LITERAL1 AS VENDEDOR FROM IV_GLOBALPAR
WHERE SEQGLBPAR = 28
ORDER BY LITERAL1
",""
"QUESTAO","93","19","SELECT LITERAL1 AS VENDEDOR FROM IV_GLOBALPAR
WHERE SEQGLBPAR = 28
ORDER BY LITERAL1",""
"QUESTAO","95","1","SELECT DISTINCT GPAR.CAMPO1
FROM IV_GLOBALPAR GPAR
WHERE GPAR.SEQGLBPAR IN (9401,9405, 9407, 9411, 9406, 9416, 9412, 9404)
AND GPAR.Campo1 in ( 
 'Acton',
'Action',
'Agrale',
'Agro-Leite',
'Airbus',
'Asus',
'Baldan',
'BS AGRO',
'Cameco',
'Case',
'CBT',
'Civemasa',
'Condor',
'DMB',
'DRS',
'Facchini',
'Fendt',
'Fido',
'FM Copling',
'Ford/NH',
'Green System',
'GTM',
'Herbicat',
'Ideal',
'Ipacol',
'Incomagri',
'Jacto',
'JAN',
'JF',
'Jinma',
'John Deere',
'Jumil',
'KBM',
'Kuhn',
'Lamborghini',
'Landini',
'Lavrale',
'LS Arabica',
'LS Tractor',
'Luma',
'Mahindra',
'Marchesan',
'Marispan',
'Massey',
'Maxion',
'Menta Maquinas',
'Miac',
'Minami',
'Montana',
'Mtd Agricola',
'New Holland',
'Orion',
'Oxbo',
'Piccin',
'PLA',
'Same',
'São José Industrial',
'SLC',
'Solis',
'Stara',
'Realmaq',
'Tatu',
'Tatu Marchesan',
'VALMET',
'Valtra',
'Vicon',
'Yanmar'
 )
ORDER BY 1",""
"QUESTAO","95","2","SELECT DISTINCT GPAR.LITERAL1
FROM IV_GLOBALPAR GPAR
WHERE GPAR.SEQGLBPAR = 9413
ORDER BY 1",""
"QUESTAO","95","3","SELECT DISTINCT 
CPR.CODPRODUTO AS LISTA 
from IV$PRODUTO CPR
where cpr.FAMILIA = [Q:10]
AND CPR.MARCA = [Q:1]
AND CPR.EMUSO = 'S'
ORDER BY 1",""
"QUESTAO","95","8","SELECT DISTINCT 
CPR.LITERAL1 from IV_GLOBALPAR CPR 
WHERE CPR.Campo1 = 'John Deere'",""
"QUESTAO","95","10","SELECT campo1
FROM IV_GLOBALPAR
WHERE SeqGlbPar = 27",""
"QUESTAO","95","11","SELECT DISTINCT
CPR.MODELO AS LISTA
from IV$PRODUTO CPR
where cpr.FAMILIA = [Q:10]
AND CPR.MARCA = [Q:1]
AND CPR.EMUSO = 'S'
ORDER BY 1",""
"QUESTAO","96","1","select distinct familia 
From IV$PRODUTO
where familia in (
'Tratores',
'Colheitadeira grãos',
'Plantadeira',
'Colhedora de cana', 
'Pulverizador',
'Plataforma adicional',
'Agricultura precisão',
'Implementos'
) 
order by 1",""
"QUESTAO","96","2","SELECT DISTINCT GPAR.CAMPO1
FROM IV_GLOBALPAR GPAR
WHERE GPAR.SEQGLBPAR IN (9401,9405, 9407, 9411, 9406, 9416, 9412, 9404)
AND GPAR.Campo1 in ( 
'Acton',
'Action',
'Agrale',
'Agro-Leite',
'Airbus',
'Asus',
'Baldan',
'BS AGRO',
'Cameco',
'Case',
'CBT',
'Civemasa',
'Condor',
'DMB',
'DRS',
'Facchini',
'Fendt',
'Fido',
'FM Copling',
'Ford/NH',
'Green System',
'GTM',
'Herbicat',
'Ideal',
'Ipacol',
'Incomagri',
'Jacto',
'JAN',
'JF',
'Jinma',
'John Deere',
'Jumil',
'KBM',
'Kuhn',
'Lamborghini',
'Landini',
'Lavrale',
'LS Arabica',
'LS Tractor',
'Mahindra',
'Marchesan',
'Marispan',
'Massey',
'Maxion',
'Miac',
'Minami',
'Montana',
'Mtd Agricola',
'New Holland',
'Orion',
'Oxbo',
'Piccin',
'PLA',
'Same',
'São José Industrial',
'SLC',
'Solis',
'Stara',
'Realmaq',
'Tatu',
'Tatu Marchesan',
'VALMET',
'Valtra',
'Vicon',
'Yanmar'
)
ORDER BY 1",""
"QUESTAO","96","3","SELECT DISTINCT 
CPR.DESCRICAO AS LISTA 
from IV$PRODUTO CPR
where cpr.FAMILIA = [Q:1]
AND CPR.MARCA = [Q:2]
AND CPR.EMUSO = 'S'
ORDER BY 1",""
"QUESTAO","113","1","select distinct familia 
From IV$PRODUTO
where familia in (
'Tratores',
'Colheitadeira grãos',
'Plantadeira',
'Colhedora de cana', 
'Pulverizador',
'Plataforma adicional',
'Agricultura precisão',
'Implementos',
'Imp Green System',
'Consórcio'
) 
order by 1",""
"QUESTAO","113","2","SELECT DISTINCT GPAR.CAMPO1
FROM IV_GLOBALPAR GPAR
WHERE GPAR.SEQGLBPAR IN (9401,9405, 9407, 9411, 9406, 9416, 9412, 9404)
AND GPAR.Campo1 in ( 
'Acton',
'Action',
'Agrale',
'Agro-Leite',
'Airbus',
'Asus',
'Baldan',
'Cameco',
'Case',
'CBT',
'Civemasa',
'Condor',
'DMB',
'Facchini',
'Fendt',
'Ford/NH',
'Green System',
'Herbicat',
'Ideal',
'Ipacol',
'Incomagri',
'Jacto',
'JAN',
'JF',
'Jinma',
'John Deere',
'Jumil',
'Kuhn',
'Lamborghini',
'Landini',
'Lavrale',
'LS Arabica',
'LS Tractor',
'Mahindra',
'Marchesan',
'Marispan',
'Massey',
'Maxion',
'Miac',
'Montana',
'Mtd Agricola',
'New Holland',
'Orion',
'Oxbo',
'PLA',
'Same',
'São José Industrial',
'SLC',
'Solis',
'Stara',
'Tatu',
'Tatu Marchesan',
'VALMET',
'Valtra',
'Vicon',
'Yanmar'
)
ORDER BY 1",""
"QUESTAO","113","3","SELECT DISTINCT 
CPR.CODPRODUTO AS LISTA 
from IV$PRODUTO CPR
where cpr.FAMILIA = [Q:1]
AND CPR.MARCA = [Q:2]
AND CPR.EMUSO = 'S'
ORDER BY 1",""
"QUESTAO","113","4","SELECT DISTINCT 
CPR.CODPRODUTO AS LISTA 
from IV$PRODUTO CPR
where cpr.FAMILIA = [Q:1]
AND CPR.MARCA = [Q:2]
AND CPR.EMUSO = 'S'
ORDER BY 1",""
"QUESTAO","113","6","SELECT DISTINCT GPAR.LITERAL1
FROM IV_GLOBALPAR GPAR
WHERE GPAR.SEQGLBPAR = 9413
ORDER BY 1",""
"QUESTAO","113","10","SELECT DISTINCT 
CPR.LITERAL1 from IV_GLOBALPAR CPR 
WHERE CPR.Campo1 = 'John Deere'",""
"QUESTAO","117","5","select distinct familia 
From IV$PRODUTO
where familia in (
 'Tratores',
 'Colheitadeira grãos',
 'Plantadeira',
 'Colhedora de cana', 
 'Pulverizador',
 'Plataforma adicional',
 'Agricultura precisão',
 'Implementos'
 ) 
order by 1",""
