"SeqFormulario","Questao","Descricao","NroReferencia","DescReduzida","Nomecoluna","Grupo","TipoDado","NumMinimo","NumMaximo","Peso","ProximaQuestao","Script","Tamanho","Prefixoresposta","Permitepeso","EmUso","ExigeResposta","QTDEDECIMAL"
"16","43","Outras configurações:","010","Outras configurações:","OUTRAS_CONFIGURACOES","","C","","","1,00","44","Outras configurações","250",""," ","1"," ",""
"16","44","Informações para o Financeiro","016","Informações para o Financeiro","INFORMACOES_PARA_O_F","","C","","","1,00","45","Informações para o Financeiro","250",""," ","1","S",""
"16","45","Meu Primeiro John Deere","045","Meu Primeiro John Deere","MEU_PRIMEIRO_JOHN_DE","","L","","","1,00","","Meu Primeiro John Deere","3","","","1","",""
"16","46","Kg:","003","Kg:","KG_","","N","","","1,00","47","Kg:","8","","","1","","0"
"16","47","Kg:","005","Kg:","KG_","","N","","","1,00","48","Kg:","8","","","0","","0"
"17","1","Meu 1º John Deere","0001","Meu 1º John Deere","MEU_1_JD","","L","","","1,00","2","Meu 1º John Deere","3","","","1","S",""
"17","2","Tipo do Equipamento","0002","Tipo do Equipamento","TIPO_EQUIP1","","S","","","1,00","3","Tipo do Equipamento","20","","","1","S",""
"17","3","Marca","0003","Marca","MARCA_1","","S","","","1,00","4","Marca","20","","","1","S",""
"17","4","Modelo do Equipamento","0004","Modelo do Equipamento","MODEL_EQUIP1","","S","","","1,00","5","Modelo do Equipamento","50","","","1","S",""
"17","5","Nro Pedido de Venda","0005","Nro Pedido de Venda","NRO_PED_VEND1","","N","","","1,00","6","Nro Pedido de Venda","8","","","1","N","0"
"17","6","Qtde Peso Traseiro","0006","Qtde Peso Traseiro","QTDE_PESO_TRAS1","","V","","","1,00","7","Qtde Peso Traseiro","8","","","1","S","2"
"17","7","Kg","0007","Kg","KG","","V","","","1,00","8","Kg","8","","","1","S","2"
"17","8","Posição","0008","Posição","POSICAO_TRAS1","","M","","","1,00","9","Posição","20","","","1","S",""
"17","9","Qdte Peso Traseiro (Opção 2)","0009","Qdte Peso Traseiro (Opção 2)","QDTE_PESO_TRAS2","","V","","","1,00","10","Qdte Peso Traseiro (Opção 2)","8","","","1","N","2"
"17","10","Kg","0010","Kg","KG_TRAS_2","","V","","","1,00","11","Kg","8","","","1","","2"
"17","11","Posição","0011","Posição","POSICAO_PESO_TRAS2","","M","","","1,00","12","Posição","20","","","1","N",""
"17","12","Qtde Peso Dianteiro","0012","Qtde Peso Dianteiro","QTDE_PESO_DIAN1","","V","","","1,00","13","Qtde Peso Dianteiro","8","","","1","S","2"
"17","13","Kg","0013","Kg","KG_PESO_DIAN1","","V","","","1,00","14","Kg","8","","","1","S","2"
"17","14","Lastro Líquido Traseiro (%)","0014","Lastro Líquido Traseiro (%)","LASTR_LIQ_TRAS1","","C","","","1,00","15","Lastro Líquido Traseiro (%)","3","","","1","S",""
"17","15","Lastro Líquido Dianteiro (%)","0015","Lastro Líquido Dianteiro (%)","LASTR_DIANT_LIQ1","","C","","","1,00","16","Lastro Líquido Dianteiro (%)","3","","","1","S",""
"17","16","Rodado Traseiro","0016","Rodado Traseiro","RODADO_TRAS1","","C","","","1,00","17","Rodado Traseiro","20","","","1","S",""
"17","17","Rodado Dianteiro","0017","Rodado Dianteiro","RODADO_DIANT1","","C","","","1,00","18","Rodado Dianteiro","20","","","1","S",""
"17","18","Qtde VCR 100","0018","Qtde VCR 100","QTD_VRC_1001","","N","","","1,00","19","Qtde VCR 100","8","","","1","S","0"
"17","19","Qtde VCR 300","0019","Qtde VCR 300","QTD_VCR_3001","","N","","","1,00","20","Qtde VCR 300","8","","","1","S","0"
"17","20","AMS","0020","AMS","AMS1","","L","","","1,00","23","AMS","3","","","1","S",""
"17","21","AMS Instalado de Fábrica","0021","AMS Instalado de Fábrica","AMS_DE_FABRICA1","","L","","","1,00","","AMS Instalado de Fábrica","3","","","0","N",""
"17","22","Descrição do AMS","0022","Descrição do AMS","DESCRICAO_AMS1","","C","","","1,00","23","Descrição AMS","4000","","","0","N",""
"17","23","Outras Configurações","0023","Outras Configuraçõe","OUTRAS_CONFIG1","","C","","","1,00","24","Outras Configuraçõe","4000","","","1","",""
"17","24","Valor Total","0024","Valor Total","VLR_TOTAL1","","V","","","1,00","25","Valor Total","8","","","1","S","2"
"17","25","Valor do Sinal","0025","Valor Sinal","VLR_SINAL1","","V","","","1,00","26","Valor Sinal","8","","","1","S","2"
"17","26","Data do Sinal","0026","Data do Sinal","DTA_SINAL1","","D","","","1,00","27","Data Sinal","8","","","1","N",""
"17","27","Valor Financiado","0027","Valor Financiado","VLR_FINAN1","","V","","","1,00","28","Valor Financiado","8","","","1","S","2"
"17","28","Tipo de Pagamento","0028","Tipo de Pagamento","TP_PGTO1","","M","","","1,00","44","Tipo de Pagamento","20","","","1","S",""
"17","29","Instituição Financeira","0030","Instituição Financeira","INSTITUI_FINANCEIRA1","","S","","","1,00","30","Instituição Financeira","20","","","1","S",""
"17","30","Nro da Agência","0030","Nro da Agência","NRO_AGENC1","","N","","","1,00","31","Nro da Agência","8","","","1","N","0"
"17","31","Nome da Agência","0031","Nome da Agência","NOME_AGENC1","","C","","","1,00","32","Nome da Agência","30","","","1","N",""
"17","32","Nome do Gerente do Banco","0032","Nome do Gerente do Banco","NOME_GERENT1","","C","","","1,00","33","Nome do Gerente do Banco","30","","","1","S",""
"17","33","Telefone da Agência","0033","Telefone da Agência","TEL_AGENCIA1","","C","","","1,00","34","Telefone da Agência","30","","","1","S",""
"17","34","E-mail de contato da Agência","0034","E-mail de contato da Agência","EMAIL_AGENCIA1","","C","","","1,00","35","E-mail de contato da Agência","50","","","1","S",""
"17","35","Informações para o Financeiro","0035","Informações para o Financeiro","INF_PARA_FINANC1","","C","","","1,00","36","Informações para o Financeiro","1000","","","1","S",""
"17","36","Nro Chassi Equipamento","0036","Nro Chassi Equipamento","NRO_CHASSI1","","C","","","1,00","37","Nro Chassi","30","","","1","",""
"17","37","Probabilidadade de Aprovação de Crédito","0037","Probabilida Aprovação Crédito","PROB_APROV_CRED1","","M","","","1,00","38","Probabilidadade de Aprovação de Crédito","10","","","1","",""
"17","38","NRO PAC","0038","NRO PAC","NRO_PAC1","","C","","","1,00","39","Nro PAC1","20","","","1","",""
"17","39","NRO CONTRATO","0039","NRO CONTRATO","NRO_CONTR1","","C","","","1,00","40","NRO CONTRATO","20","","","1","",""
"17","40","Previsão de Faturamento","0040","Previsão de Faturamento","PREV_FATURAM1","","D","","","1,00","41","Previsão de Faturamento","8","","","0","",""
"17","41","Nro NF","0041","Nro NF","NRO_NF1","","N","","","1,00","","Nro NF","8","","","1","","0"
"17","42","Código FINAME","0029","Código FINAME","COD_FIN_MDA_CONS1","","C","","","1,00","","Código FINAME","10","","","1","S",""
"17","43","Informações Agrega / Desagrega","0024","Informações Agrega / Desagrega","INFORMACOES_AGREGA__","","C","","","1,00","44","Informações Agrega / Desagrega","4000","","","1","",""
"17","44","Data Combinada Cliente","0282","Data Combinada Cliente","DATA_COMBINADA_CLIEN","","D","","","1,00","45","Data Combinada Cliente","8","","","1","N",""
"17","45","Expectativa Data Cliente","0281","Expectativa Data Cliente","EXPECTATIVA_DATA_CLI","","D","","","1,00","46","Data prevista para entrega ao cliente","8","","","1","S",""
"17","46","Data Atualizada","0283","Data Atualizada","DATA_ATUALIZADA","","D","","","1,00","","Data atualizada","8","","","1","",""
"17","47","**Origem do Faturamento","0001","Origem do Faturamento","ORIGEM_FATURAMENTO","","M","","","1,00","1","Origem do Faturamento","20","","","1","",""
"17","48","Faturamento Realizado","0041","Faturamento Realizado","FATURAMENTO_REALIZ","","D","","","1,00","","Faturamento Realizado","8","","","1","",""
"17","49","Data Pedido de venda","0040","Data Pedido de venda","DATA_PEDIDO_DE_VENDA","","D","","","1,00","","Pedido de venda","8","","","1","S",""
"18","6","FDD","006","FDD","FDD2","","D","","","1,00","7","FDD","8","","","1","S",""
"18","7","Qdte Peso Traseiro","007","Qdte Peso Traseiro","QTD_PES_TRS2","","N","","","1,00","8","Qdte Peso Traseiro","8","","","1","S","0"
"18","8","Kg","008","Kg","KG_TRAS1_JD2","","V","","","1,00","9","Kg","8","","","1","","2"
"18","9","Qdte Peso Traseiro (Opção 2)","009","Qdte Peso Traseiro (Opção 2)","QTD_PES_TRS_OPC22","","N","","","1,00","10","Qdte Peso Traseiro (Opção 2)","8","","","1","N","0"
"18","10","Kg","010","Kg","KG_TRS2_JD2","","V","","","1,00","11","Kg","8","","","1","","2"
"18","11","Qtde Peso Dianteiro","011","Qtde Peso Dianteiro","QTD_PES_DIAN2","","N","","","1,00","12","Qtde Peso Dianteiro","8","","","1","S","0"
"18","12","Kg","012","Kg","KG_DIANT_JD2","","V","","","1,00","13","Kg","8","","","1","","2"
"18","13","Rodado Traseiro","013","Rodado Traseiro","RDD_TRS_JD2","","C","","","1,00","14","Rodado Traseiro","20","","","1","S",""
"18","14","Rodado Dianteiro","014","Rodado Dianteiro","RDD_DIAN_JD2","","C","","","1,00","15","Rodado Dianteiro","20","","","1","S",""
"18","15","Qtde VCR 100","015","Qtde VCR 100","QTD_VCR_100_JD2","","N","","","1,00","16","Qtde VCR 100","8","","","1","S","0"
"18","16","Qtde VCR 300","016","Qtde VCR 300","QTDE_VCR_300_JD2","","N","","","1,00","17","Qtde VCR 300","8","","","1","S","0"
"18","17","Complemento OBS","017","Complemento OBS","COMPLEMENTO_OBS","","C","","","1,00","","Complemento OBS","500","","","1","",""
"20","1","Marca","002","Marca","MARCA","","S","","","1,00","2","Marca","20",""," ","1"," ",""
"20","2","Revenda","003","Revenda","REVENDA","","C","","","1,00","3","Revenda","30",""," ","1"," ",""
"20","3","Modelo","004","Modelo","MODELO_COMP","","S","","","1,00","4","Modelo","20",""," ","1"," ",""
"20","4","Quantidade","005","Quantidade","QUANTIDADE","","N","","","1,00","5","Quantidade","8",""," ","1"," ","0"
"20","5","Preço Concorrente","006","Preço Concorrente","PRECO_CONCORRENTE","","V","","","1,00","6","Preço Concorrente","8",""," ","1"," ","2"
"20","6","Condições Pagto Concorrente","007","Condições Pagto Concorrente","CONDICOES_PAGTO_CO","","M","","","1,00","7","Condições Pagto Concorrente","20",""," ","1"," ",""
"20","7","Condições Pagto John Deere","008","Condições Pagto John Deere","CONDICOES_PAGTO_JO","","M","","","1,00","","Condições Pagto John Deere","20",""," ","1"," ",""
"20","20","Existem competidores na negociação?","001","Existe competidores na negocia","EXISTE_COMP","","L","","","1,00","1","Existem competidores na negociação?","3",""," ","1","S",""
"21","1","Modelo do Equipamento","0005","Modelo do Equipamento","MODELO_DEMO","","S","","","1,00","2","Modelo do Equipamento","20",""," ","1","S",""
"21","2","Nº Série","0010","Nº Série","N__SERIE","","C","","","1,00","3","Nº Série","20",""," ","1"," ",""
"21","3","Município","0015","Município","MUNICIPIO","","S","","","1,00","4","Município","20",""," ","1","S",""
"21","4","Demonstrador","0020","Demonstrador","DEMONSTRADOR","","C","","","1,00","5","Demonstrador","30",""," ","1","S",""
"21","5","Rodagem Dianteira","0025","Rodagem Dianteira","RODAGEM_DIANTEIRA","","C","","","1,00","6","Rodagem Dianteira","20",""," ","1"," ",""
"21","6","Rodagem Traseira","0030","Rodagem Traseira","RODAGEM_TRASEIRA","","C","","","1,00","7","Rodagem Traseira","20",""," ","1"," ",""
"21","7","Lastreamento","0035","Lastreamento","LASTREAMENTO","","C","","","1,00","8","Lastreamento","20",""," ","1"," ",""
"21","8","Tipo de Serviço","0040","Tipo de Serviço","TIPO_DE_SERVICO","","S","","","1,00","9","Tipo de Serviço","20",""," ","1","S",""
"21","9","Marca do Implemento","0045","Marca do Implemento","MARCA_DO_IMPLEMENT","","S","","","1,00","10","Marca do Implemento","20",""," ","1"," ",""
"21","10","Tipo do Implemento","0050","Tipo do Implemento","TIPO_DO_IMPLEMENTO","","S","","","1,00","12","Tipo do Implemento","20",""," ","1"," ",""
"21","12","Grupo da Origem da Renda","0055","Grupo da Origem da Renda","GRUPO_CULTURA","","S","","","1,00","13","Grupo da Origem da Renda","20",""," ","1","S",""
"21","13","Tipo da Origem da Renda","0060","Tipo da Origem da Renda","TIPO_CULTURA","","S","","","1,00","15","Tipo da Origem da Renda","20",""," ","1","S",""
"21","15","Marcha Utilizada","0065","Marcha Utilizada","MARCHA_UTILIZADA","","C","","","1,00","17","Marcha Utilizada","30",""," ","1","S",""
"21","17","RPM do Motor","0070","RPM do Motor","RPM_DO_MOTOR","","N","","","1,00","19","RPM do Motor","8",""," ","1","S","0"
"21","19","Velocidade Km/h","0075","Velocidade Km/h","VELOCIDADE_KM_H","","N","","","1,00","21","Velocidade Km/h","8",""," ","1","S","0"
"21","21","Profundidade de Corte (cm)","0080","Profundidade de Corte (cm)","PROFUNDIDADE_DE_CO","","N","","","1,00","24","Profundidade de Corte (cm)","8",""," ","1"," ","0"
"21","24","Horas Trabalhadas","0085","Horas Trabalhadas","HORAS_TRABALHADAS","","N","","","1,00","27","Horas Trabalhadas","8",""," ","1","S","0"
"21","25","Hora Inicial","0090","Hora Inicial","HORA_INICIAL","","C","","","1,00","26","Hora Inicial","5",""," ","1","S",""
"21","26","Hora Final","0095","Hora Final","HORA_FINAL","","C","","","1,00","27","Hora Final","5",""," ","1","S",""
"21","27","Dias Trabalhados","0100","Dias Trabalhados","DIAS_TRABALHADOS","","N","","","1,00","30","Dias Trabalhados","8",""," ","1","S","0"
"21","30","Operador","0105","Operador","OPERADOR","","C","","","1,00","34","Operador","30",""," ","1"," ",""
"21","34","Litros Consumidos","0110","Litros Consumidos","LITROS_CONSUMIDOS","","N","","","1,00","37","Litros Consumidos","8",""," ","1","S","0"
"21","37","Toneladas Trabalhadas","0115","Toneladas Trabalhadas","TONELADAS_TRABALHA","","N","","","1,00","40","Toneladas Trabalhadas","8",""," ","1"," ","0"
"21","40","Hectares Trabalhados","0120","Hectares Trabalhados","HECTARES_TRABALHAD","","N","","","1,00","","Hectares Trabalhados","8",""," ","1","S","0"
"21","41","Tipo de Máquina","0001","Tipo de Máquina","TIPO_DE_MAQUINA","","M","","","1,00","1","Tipo de Máquina","20","","","1","S",""
"22","1","Utilizou Tabela Padrão de Apresentação","001","Utilizou Tabela Padrão de Apr","TABELA_PADRAO","","L","","","1,00","","Utilizou Tabela Padrão de Apresentação","3",""," ","0"," ",""
"22","2","Forma de Apresentação","002","Forma de Apresentação","FORMA_DE_APRESENTA","","X","","","1,00","3","Forma de Apresentação","1","Q002_"," ","1"," ",""
"22","3","Qual o Evento","003","Qual o Evento","QUAL_O_EVENTO","","C","","","1,00","4","Qual o Evento","250",""," ","1"," ",""
"22","4","Qual o Cliente","004","Qual o Cliente","QUAL_O_CLIENTE","","C","","","1,00","","Qual o Cliente","250",""," ","1"," ",""
"23","1","Marca","001","Marca","MARCA_VP","","S","","","1,00","2","Marca","30",""," ","1","S",""
"23","2","Revenda","002","Revenda","REVENDA","","S","","","1,00","3","Revenda","30",""," ","1","S",""
"23","3","Modelo do Equipamento","001","Modelo do Equipamento","MODELO_VP","","S","","","1,00","4","Modelo do Equipamento","30",""," ","1","N",""
"23","4","Data da Venda","001","Data da Venda","DATA_DA_VENDA","","D","","","1,00","5","Data da Venda","8",""," ","1","S",""
"23","5","Quantidade","001","Quantidade","QUANTIDADE","","N","","","1,00","6","Quantidade","8",""," ","1","S","0"
"23","6","Preço Concorrente","001","Preço Concorrente","PRECO_CONCORRENTE","","V","","","1,00","7","Preço Concorrente","8",""," ","1","N","2"
"23","7","Preço Colorado Maquinas","001","Preço Colorado Maquinas","PRECO_JOHN_DEERE","","V","","","1,00","8","Preço Colorado Maquinas","8",""," ","1","N","2"
"23","8","Modelo John Deere","001","Modelo John Deere","MODELO_JOHN_DEER","","S","","","1,00","9","Modelo John Deere","30",""," ","1","N",""
"23","9","Motivo","001","Motivo","MOTIVO","","M","","","1,00","","Motivo","40",""," ","1","S",""
"23","10","Tipo de equipamento","0","Tipo de equipamento","TIPO_DE_EQUIPAMENTO","","S","","","1,00","","Tipo de equipamento","30","","","1","S",""
"23","11","Participamos da Negociação?","001","Participamos da Negociação","PARTICIPAMOS_DA_NEGO","","L","","","1,00","12","Participamos da Negociação?","3","","","1","S",""
"23","12","Havia ação de Monitoramento?","012","Havia ação de Monitoramento?","HAVIA_MONITORAMENTO","","L","","","1,00","","Havia ação de Monitoramento?","3","","","1","",""
"23","13","Modelo Implemento","001","Modelo Implemento ","MODELO_IMPLEMENTO","","S","","","1,00","","Modelo Implemento","20","","","1","",""
"24","1","Data da Previsão de Recebimento Financeiro","001","Data da Previsão de Recebiment","DATA_DA_PREVISAO_DE_","","D","","","1,00","","Data da Previsão de Recebimento Financeiro","8","","","1","S",""
"25","2","Tipo do Implemento","002","Tipo do Implemento","TP_EQUIP2","","S","","","1,00","3","Tipo do Implemento","50",""," ","1","",""
"25","3","Marca","003","Marca","MARCAJD2","","S","","","1,00","4","Marca","50",""," ","1","",""
"25","4","Modelo do Equipamento","004","Modelo do Equipamento","MDL_EQUIP2","","S","","","1,00","5","Modelo do Equipamento","200",""," ","1","",""
"25","5","QT","005","QT","QT2","","N","","","1,00","6","QT","8",""," ","1","","0"
"25","6","FDD","006","FDD","FDD2","","D","","","1,00","","FDD","8",""," ","1","",""
"25","7","Qdte Peso Traseiro","007","Qdte Peso Traseiro","QTD_PES_TRS2","","N","","","1,00","","Qdte Peso Traseiro","8",""," ","0","","0"
"25","8","Kg","008","Kg","KG_TRAS1_JD2","","V","","","1,00","","Kg","8",""," ","0","","2"
"25","9","Qdte Peso Traseiro (Opção 2)","009","Qdte Peso Traseiro (Opção 2)","QTD_PES_TRS_OPC22","","N","","","1,00","","Qdte Peso Traseiro (Opção 2)","8",""," ","0","","0"
"25","10","Kg","010","Kg","KG_TRS2_JD2","","V","","","1,00","","Kg","8",""," ","0","","2"
"25","11","Qtde Peso Dianteiro","011","Qtde Peso Dianteiro","QTD_PES_DIAN2","","N","","","1,00","","Qtde Peso Dianteiro","8",""," ","0","","0"
"25","12","Kg","012","Kg","KG_DIANT_JD2","","V","","","1,00","","Kg","8",""," ","0","","2"
"25","13","Rodado Traseiro","013","Rodado Traseiro","RDD_TRS_JD2","","C","","","1,00","","Rodado Traseiro","20",""," ","0","",""
"25","14","Rodado Dianteiro","014","Rodado Dianteiro","RDD_DIAN_JD2","","C","","","1,00","","Rodado Dianteiro","20",""," ","0","",""
"25","15","Qtde VCR 100","015","Qtde VCR 100","QTD_VCR_100_JD2","","N","","","1,00","","Qtde VCR 100","8",""," ","0","","0"
"25","16","Qtde VCR 300","016","Qtde VCR 300","QTDE_VCR_300_JD2","","N","","","1,00","","Qtde VCR 300","8",""," ","0","","0"
"26","1","Modelo do Equipamento","0005","Modelo do Equipamento","MODELO_DEMO","","S","","","1,00","2","Modelo do Equipamento","20",""," ","1","",""
"26","2","Nº Série","0010","Nº Série","N__SERIE","","C","","","1,00","3","Nº Série","20",""," ","1","",""
"26","3","Município","0015","Município","MUNICIPIO","","S","","","1,00","4","Município","20",""," ","1","",""
"26","4","Demonstrador","0020","Demonstrador","DEMONSTRADOR","","C","","","1,00","5","Demonstrador","30",""," ","1","",""
"26","5","Rodagem Dianteira","0025","Rodagem Dianteira","RODAGEM_DIANTEIRA","","C","","","1,00","6","Rodagem Dianteira","20",""," ","1","",""
"26","6","Rodagem Traseira","0030","Rodagem Traseira","RODAGEM_TRASEIRA","","C","","","1,00","7","Rodagem Traseira","20",""," ","1","",""
"26","7","Lastreamento","0035","Lastreamento","LASTREAMENTO","","C","","","1,00","8","Lastreamento","20",""," ","1","",""
"26","8","Tipo de Serviço","0040","Tipo de Serviço","TIPO_DE_SERVICO","","S","","","1,00","9","Tipo de Serviço","20",""," ","1","",""
"26","9","Marca do Implemento","0045","Marca do Implemento","MARCA_DO_IMPLEMENT","","S","","","1,00","10","Marca do Implemento","20",""," ","1","",""
"26","10","Tipo do Implemento","0050","Tipo do Implemento","TIPO_DO_IMPLEMENTO","","S","","","1,00","12","Tipo do Implemento","20",""," ","1","",""
"26","12","Grupo da Origem da Renda","0055","Grupo da Origem da Renda","GRUPO_CULTURA","","S","","","1,00","13","Grupo da Origem da Renda","20",""," ","1","",""
"26","13","Tipo da Origem da Renda","0060","Tipo da Origem da Renda","TIPO_CULTURA","","S","","","1,00","15","Tipo da Origem da Renda","20",""," ","1","",""
"26","15","Marcha Utilizada","0065","Marcha Utilizada","MARCHA_UTILIZADA","","C","","","1,00","17","Marcha Utilizada","30",""," ","1","",""
"26","17","RPM do Motor","0070","RPM do Motor","RPM_DO_MOTOR","","N","","","1,00","19","RPM do Motor","8",""," ","1","","0"
"26","19","Velocidade Km/h","0075","Velocidade Km/h","VELOCIDADE_KM_H","","N","","","1,00","21","Velocidade Km/h","8",""," ","1","","0"
"26","21","Profundidade de Corte (cm)","0080","Profundidade de Corte (cm)","PROFUNDIDADE_DE_CO","","N","","","1,00","24","Profundidade de Corte (cm)","8",""," ","1","","0"
"26","24","Horas Trabalhadas","0085","Horas Trabalhadas","HORAS_TRABALHADAS","","N","","","1,00","27","Horas Trabalhadas","8",""," ","1","","0"
"26","25","Hora Inicial","0090","Hora Inicial","HORA_INICIAL","","C","","","1,00","26","Hora Inicial","5",""," ","1","",""
"26","26","Hora Final","0095","Hora Final","HORA_FINAL","","C","","","1,00","27","Hora Final","5",""," ","1","",""
"26","27","Dias Trabalhados","0100","Dias Trabalhados","DIAS_TRABALHADOS","","N","","","1,00","30","Dias Trabalhados","8",""," ","1","","0"
"26","30","Operador","0105","Operador","OPERADOR","","C","","","1,00","34","Operador","30",""," ","1","",""
"26","34","Litros Consumidos","0110","Litros Consumidos","LITROS_CONSUMIDOS","","N","","","1,00","37","Litros Consumidos","8",""," ","1","","0"
"26","37","Toneladas Trabalhadas","0115","Toneladas Trabalhadas","TONELADAS_TRABALHA","","N","","","1,00","40","Toneladas Trabalhadas","8",""," ","1","","0"
"26","40","Hectares Trabalhados","0120","Hectares Trabalhados","HECTARES_TRABALHAD","","N","","","1,00","","Hectares Trabalhados","8",""," ","1","","0"
"27","1","Valor do Equipamento/Implemento","010","Valor do Equipamento/Implement","VALOR_DO_EQUIPAMENTO","","V","","","1,00","","Valor do Equipamento/Implemento","8","","","1","N","2"
"27","2","Valor AMS Adicional","020","Valor Produto Adicional","DESCONTO_INCONDICION","","V","","","1,00","","Valor Produto Adicional","8","","","1","N","2"
"27","3","Valor do Equip. Usado","030","Valor do Equip. Usado","VALOR_DO_EQUIP__USAD","","V","","","1,00","","Valor do Equip. Usado","8","","","0","N","2"
"27","4","Valor Base para Comissão","040","Valor Base Comissão","VALOR_BASE_COMISSAO","","V","","","1,00","","Valor Base Comissão","8","","","0","N","2"
"27","5","% Comissão (RH)","060","% Comissão (RH)","__COMISSAO__RH_","","C","","","1,00","","% Comissão","5","","","1","",""
"27","6","Valor Comissão - RH","099","Valor Comissão","VALOR_COMISSAO","","V","","","1,00","","Valor Comissão","8","","","1","","2"
"27","7","Comissão Paga? (RH)","098","Comissão Paga? (RH)","COMISSAO_PAGA___RH_","","L","","","1,00","","Comissão Paga? (RH)","3","","","1","N",""
"27","8","Linha de equipamento","019","Linha","LINHA","","S","","","1,00","","Linha","40","","","1","S",""
"27","9","Vlr Min Comissão RH (R$)","070","Vlr Comissão","VLR_COMISSAO","","S","","","1,00","","Vlr Comissão","20","","N","0","N",""
"27","10","% Comissão (RH)","060","% Comissão (RH)","PERC_COMISSAO","","S","","","1,00","","% Comissão (RH)","10","","","0","",""
"27","11","Acelerador - Risco (Prazo)","093","Acelerador - Risco (Prazo)","ACELERADOR___RISCO__","","M","","","1,00","","Acelerador - Risco (Prazo)","40","","","0","N",""
"27","12","Acelerador - Margem de Venda","094","Acelerador - Margem de Venda","ACELERADOR___MARGEM_","","M","","","1,00","","Acelerador - Margem de Venda","40","","","0","N",""
"27","13","Acelerador - Pacotes de Produtos (+5%)","096","Acelerador - Pacotes Produtos","ACELERADOR___PACOTES","","X","","","1,00","","Acelerador - Pacotes de Produtos","1","Q013_","","0","N",""
"27","14","Acelerador - Venda + de 5 Produtos JD (class =)","091","Venda de Pacote ou Produto","VENDA_DE_PACOTE_OU_P","","M","","","1,00","","Em caso de vendas de produtos John deere em pacotes (+5) em que as margens de vendas sejam eventualmente diminuídas para possibilitar o fechamento do negócio, o cálculo de comissão seguirá critério. Artigo XII da política (mesma classificação)","20","","","0","N",""
"27","15","Acelerador - Margem p Venda Produto","092","Utilização Margem Venda Produt","UTILIZACAO_DE_MARGEM","","M","","","1,00","","Utilização de Margem para Venda de Produto","40","","","0","N",""
"27","16","Valor de Venda sem ICMS","015","Valor de Venda sem ICMS","VALOR_DE_VENDA_SEM_I","","V","","","1,00","","Valor de Venda sem ICMS","8","","","0","","2"
"27","17","Houve Participação na Venda do AMS","032","Especialista na venda AMS","ESPECIALISTA_NA_VEND","","L","","","1,00","","Houve Participação na Venda do AMS","3","","","1","N",""
"27","18","Qual especialista participou da Venda AMS","033","Especialista Venda AMS","ESPECIALISTA_VENDA_A","","M","","","1,00","","Qual especialista participou da Venda AMS","20","","","1","N",""
"27","19","Acelerador - Campanha Promocional","049","Campanha Promocional","CAMPANHA_PROMOCIONAL","","M","","","1,00","","Campanha Promocional","20","","","0","N",""
"27","20","Valor Final Comissão","099","Valor Final Comissão","VLR_TOTAL_COMISSAO","","S","","","1,00","","Valor Final Comissão","30","","","0","",""
"27","21","Possui Acelerador - Produtos ou Pacotes?","095","Possui Acel - Produtos Pacote","POSSUI_ACEL_PROD_PAC","","L","","","1,00","","Possui Acelerador - Produtos ou Pacotes?","3","","","1","N",""
"27","22","Com Sinal Embutido","018","Com Sinal Embutido","SINAL_EMBUTIDO","","L","","","1,00","","Com Sinal Embutido","3","","","0","S",""
"27","23","Valor Comissao Especialista","053","Valor Comissao Especialista","VLR_COMISSAO_ESPECIA","","M","","","1,00","24","Valor Comissao Especialista","20","","","1","N",""
"27","24","Valor Desconto Incondicional","024","Valor Desconto Incondicional","VLR_DESCONTO_INCO","","V","","","1,00","25","Valor Desconto Incondicional","8","","","0","","2"
"27","25","Comissão Produto Adicional","021","Comissão Produto Adicional","COMISSAO_DESCONTO_IN","","S","","","1,00","","Comissão Produto Adicional","20","","","0","",""
"27","26","Margem Lucro Operacional","011","Margem Lucro Operacional","MARGEM_LUCRO_OPE","","C","","","1,00","27","Margem Lucro Operacional","6","","","1","N",""
"27","27","Valor Comissao CEN","013","Valor Comissao CEN","VLR_COMISSAO_CEN","","V","","","1,00","","Valor Comissao CEN","8","","","1","N","2"
"27","28","Comissao AMS Adicional Especialista","028","Comissao AMS Adicional Especia","VLR_COMISSAO_ADC_ESP","","V","","","1,00","29","Comissao AMS Adicional Especialista","8","","","1","","2"
"27","29","Comissao AMS Adicional CEN","029","Comissao AMS Adicional CEN","VLR_COMISSAO_ADC_CEN","","V","","","1,00","","Comissao AMS Adicional CEN","8","","","1","","2"
"27","30","Valor Premio Especialista","013","Valor Premio Especialista","VALOR_COMISSAO_ESP","","V","","","1,00","31","Valor Premio Especialista","8","","","1","N","2"
"27","31","Valor Comissao CEN","031","Valor Comissao CEN","VALOR_COMISSAO_CEN","","V","","","1,00","","Valor Comissao CEN","8","","","0","","2"
"27","32","Margem Lucro Operacional AMS","032","Margem Lucro Operacional  AMS","MARGEM_LUCRO_OPERACI","","C","","","1,00","33","Margem Lucro Operacional AMS","30","","","1","",""
"28","40","Base de Calculo Outros","0009","Base de calculo outros","BASE_OUTROS","","V","","","1,00","","Base de calculo outros","8","","","1","","2"
"28","45","Campanha 1","0010","Campanha 1","CAMPANHA1","","C","","","1,00","","Campanha 1","50","","","0","",""
"28","50","% Campanha 1","0011","% Campanha 1","PERC_CMP1","","N","","","1,00","","% Campanha 1","8","","","0","","0"
